OrderID;OrderDate;CustomerID;FirstName;LastName;Email;Phone;City;Province;Region;SignupDate;ProductCode;ProductName;Category;Quantity;UnitPrice;DiscountPct;ShippingCost;PaymentMethod;SalesChannel;OrderStatus;DeliveryDate;Revenue
ORD000022;2025-07-01 02:49:11;1821;Alessandro;Bruno;alessandro.bruno798@azienda.it;+39 320 2598933;Milano;MI;Lombardia;2024-01-17;P012;Tablet 11 pollici;Informatica;1;396.90;0;0.00;Carta di credito;E-commerce;Consegnato;2025-07-04;396.90
ORD000023;2025-02-25 16:12:56;1721;Stefano;Marino;stefano.marino257@azienda.it;+39 366 8276434;Palermo;PA;Sicilia;2025-02-20;P004;Tastiera meccanica;Accessori;1;73.87;0;6.90;Contrassegno;Telefono;Consegnato;2025-03-06;80.77
ORD000024;2024-08-10 07:19:14;947;Laura;Rossi;laura.rossi247@outlook.it;+39 366 4903063;Napoli;NA;Campania;2023-09-20;P003;Mouse wireless;Accessori;5;31.90;0;8.90;PayPal;Negozio;Consegnato;2024-08-17;168.40
ORD000025;2024-03-22 15:26:53;1264;Alessandro;Moretti;alessandro.moretti394@outlook.it;+39 366 5868978;Bari;BA;Puglia;2024-04-30;P001;Notebook Pro 14;Informatica;2;858.65;0;0.00;Carta di credito;Telefono;Consegnato;2024-03-30;1717.30
ORD000026;2024-01-29 13:29:37;1411;Federico;Rinaldi;;+39 349 7737237;Napoli;NA;Campania;2022-10-19;P014;Lampada da tavolo;Arredo;2;43.59;0;4.90;Carta di credito;Telefono;Consegnato;2024-01-30;92.08
ORD000027;2025-07-27 12:50:45;329;Alessandro;Caruso;alessandro.caruso336@gmail.com;+39 320 2254660;Torino;TO;Piemonte;2025-03-21;P008;Webcam HD;Accessori;1;64.44;10;12.90;PayPal;Negozio;Consegnato;2025-08-06;70.90
ORD000028;2025-11-13 22:17:18;734;Giorgio;Ricci;giorgio.ricci14@outlook.it;+39 333 1134871;Palermo;PA;Sicilia;2023-09-16;P007;Scrivania regolabile;Arredo;3;468.01;0;0.00;Carta di credito;Telefono;Consegnato;2025-11-18;1404.03
ORD000029;2025-04-26 02:12:49;1989;Luca;Fontana;luca.fontana64@libero.it;+39 333 9517362;Genova;GE;Liguria;2023-01-07;P012;Tablet 11 pollici;Informatica;1;359.13;5;0.00;Carta di credito;E-commerce;Consegnato;31/11/2025;341.17
ORD000030;2025-06-11 19:11:41;1402;Luca;Ricci;luca.ricci425@gmail.com;+39 320 5186674;Roma;RM;Lazio;2023-01-25;P005;Stampante laser;Ufficio;3;199.49;0;0.00;Carta di credito;Telefono;In lavorazione;;598.47
ORD000031;2024-10-06 22:20:26;684;Alessandro;Ricci;alessandro.ricci3@outlook.it;+39 347 7869949;Napoli;NA;Campania;2024-05-27;P007;Scrivania regolabile;Arredo;4;463.67;0;0.00;PayPal;Marketplace;Consegnato;2024-10-12;1854.68
ORD000032;2024-05-25 21:39:23;2115;Marco;Rossi;marco.rossi194@libero.it;+39 366 9715031;Cagliari;CA;Sardegna;2022-04-07;P004;Tastiera meccanica;Accessori;1;85.25;0;8.90;PayPal;Telefono;Consegnato;2024-06-02;94.15
ORD000033;2024-08-20 18:39:15;1073;Simone;Ricci;simone.ricci304@gmail.com;+39 349 6238047;Cagliari;CA;Sardegna;2023-05-19;P011;SSD 1TB;Informatica;1;93.49;0;6.90;Bonifico;Negozio;Consegnato;2024-08-21;100.39
ORD000034;2025-09-16 14:04:46;2281;Alessandro;Rossi;alessandro.rossi20@outlook.it;+39 349 2089680;Firenze;FI;Toscana;2023-01-19;P015;Microfono USB;Audio;3;86.03;10;0.00;PayPal;Telefono;Annullato;;232.28
ORD000035;2025-12-02 00:29:57;2470;Laura;Ferrari;laura.ferrari996@azienda.it;+39 333 5704855;Firenze;FI;Toscana;2024-12-24;P015;Microfono USB;Audio;3;91.20;5;0.00;PayPal;E-commerce;Consegnato;2025-12-10;259.92
ORD000036;2025-04-08 10:48:03;2252;Marco;Santoro;marco.santoro261@azienda.it;+39 366 3713059;Bologna;BO;Emilia-Romagna;2024-08-16;P015;Microfono USB;Audio;1;88.22;5;4.90;Contrassegno;Marketplace;In lavorazione;;88.71
ORD000037;2024-09-14 04:03:21;91;Matteo;Esposito;matteo.esposito614@libero.it;+39 366 9264948;Verona;VR;Veneto;2022-01-14;P001;Notebook Pro 14;Informatica;5;943.83;0;0.00;PayPal;Marketplace;Consegnato;2024-09-19;4719.15
ORD000038;2025-09-29 05:20:06;2064;Marco;Marino;marco.marino699@gmail.com;+39 320 4645660;Verona;VR;Veneto;2024-02-16;P011;SSD 1TB;Informatica;1;98.49;0;12.90;Carta di credito;E-commerce;In lavorazione;;111.39
ORD000039;2024-03-16 19:31:22;1845;Alessandro;Leone;alessandro.leone507@gmail.com;+39 333 6067983;Bologna;BO;Emilia-Romagna;2022-02-05;P002;Monitor 27 pollici;Informatica;1;262.59;0;0.00;PayPal;E-commerce;In lavorazione;;262.59
ORD000040;2025-04-06 08:56:06;1494;Marco;Rinaldi;marco.rinaldi443@gmail.com;+39 333 7751299;Perugia;PG;Umbria;2022-11-13;P005;Stampante laser;Ufficio;1;190.07;15;12.90;Bonifico;Telefono;Consegnato;2025-04-09;174.46
ORD000041;2024-09-11 08:17:20;63;Luca;Caruso;luca.caruso155@outlook.it;+39 349 8789462;Genova;GE;Liguria;2023-12-06;P009;Cuffie Bluetooth;Audio;1;122.58;15;12.90;PayPal;E-commerce;Consegnato;2024-09-17;117.09
ORD000042;2024-03-29 20:19:44;922;Marco;Gallo;marco.gallo560@azienda.it;+39 320 7175315;Firenze;FI;Toscana;2022-08-25;P005;Stampante laser;Ufficio;1;202.66;0;4.90;Carta di credito;E-commerce;In lavorazione;;207.56
ORD000043;2024-06-18 08:48:24;436;Beatrice;Romano;beatrice.romano296@azienda.it;+39 366 6819171;Verona;VR;Veneto;2024-08-03;P011;SSD 1TB;Informatica;2;89.97;0;4.90;PayPal;Marketplace;Consegnato;2024-06-23;184.84
ORD000044;31/02/2025;759;Giorgio;Bruno;giorgio.bruno476@azienda.it;+39 347 7973023;Milano;MI;Lombardia;2024-07-02;P002;Monitor 27 pollici;Informatica;2;234.09;5;0.00;PayPal;Marketplace;Annullato;;444.77
ORD000045;2025-04-04 17:06:59;1512;Stefano;Fontana;stefano.fontana268@gmail.com;+39 349 7955190;Verona;VR;Veneto;2022-01-09;P009;Cuffie Bluetooth;Audio;2;125.71;0;0.00;PayPal;Telefono;Consegnato;2025-04-11;251.42
ORD000046;2024-11-05 14:59:17;2378;Laura;Costa;laura.costa758@outlook.it;+39 320 5978984;Cagliari;CA;Sardegna;2024-03-02;P010;Router Wi-Fi 6;Rete;2;143.42;0;0.00;Bonifico;Marketplace;Consegnato;2024-11-07;286.84
ORD000047;2025-09-16 09:46:59;836;Ilaria;Barbieri;ilaria.barbieri72@gmail.com;+39 347 7031580;Palermo;PA;Sicilia;2024-06-24;P001;Notebook Pro 14;Informatica;1;886.68;0;0.00;Carta di credito;Telefono;Consegnato;2025-09-21;886.68
ORD000048;2025-09-08 11:00:28;47;Sara;Moretti;sara.moretti257@libero.it;+39 320 9777255;Bologna;BO;Emilia-Romagna;2024-03-08;P006;Sedia ergonomica;Arredo;1;346.40;0;0.00;Bonifico;Negozio;Consegnato;2025-09-16;346.40
ORD000049;2025-01-28 08:24:07;1344;Laura;Santoro;laura.santoro63@azienda.it;+39 349 6255640;Torino;TO;Piemonte;2023-04-30;P011;SSD 1TB;Informatica;1;88.64;20;12.90;Contrassegno;Telefono;Consegnato;2025-02-07;83.81
ORD000050;2025-04-28 08:54:45;2379;Francesca;Costa;francesca.costa382@azienda.it;+39 333 2019948;Roma;RM;Lazio;2023-06-17;P008;Webcam HD;Accessori;2;55.63;0;8.90;Contrassegno;Telefono;Consegnato;2025-05-07;120.16
ORD000051;2025-09-29 01:12:38;987;Laura;Romano;laura.romano662@azienda.it;+39 333 3551739;Genova;GE;Liguria;2022-10-11;P014;Lampada da tavolo;Arredo;4;43.39;10;12.90;Carta di credito;Marketplace;Consegnato;2025-10-08;169.10
ORD000052;2025-03-25 12:06:38;108;Luca;Caruso;luca.caruso758@libero.it;+39 333 7227590;Perugia;;Umbria;2025-03-11;P006;Sedia ergonomica;Arredo;2;314.13;5;0.00;Bonifico;Marketplace;Consegnato;2025-03-27;596.85
ORD000053;2025-04-27 20:33:17;2060;Elena;Rossi;elena.rossi826@libero.it;+39 366 9959771;Bari;BA;Puglia;2024-11-22;P003;Mouse wireless;Accessori;2;29.05;0;12.90;Bonifico;Telefono;Annullato;;71.00
ORD000054;2025-09-26 07:25:04;1109;Francesca;Rossi;francesca.rossi356@gmail.com;+39 366 1755406;Genova;GE;Liguria;2024-04-14;P014;Lampada da tavolo;Arredo;1;46.89;15;4.90;PayPal;Telefono;Consegnato;2025-09-30;44.76
ORD000055;2025-04-23 21:23:22;1017;Luca;Costa;luca.costa136@gmail.com;+39 347 4977295;Genova;GE;Liguria;2022-06-24;P002;Monitor 27 pollici;Informatica;2;248.07;10;0.00;Carta di credito;Marketplace;Consegnato;2025-04-26;446.53
ORD000056;2025-06-21 14:50:16;763;Sara;Esposito;sara.esposito952@azienda.it;+39 333 1513021;Napoli;NA;Campania;2022-03-07;P015;Microfono USB;Audio;2;93.35;20;12.90;PayPal;Telefono;Consegnato;2025-06-25;162.26
ORD000057;2025-04-29 02:06:45;1855;Beatrice;Lombardi;beatrice.lombardi644@gmail.com;+39 347 3841030;Napoli;NA;Campania;2025-02-27;P009;Cuffie Bluetooth;Audio;1;109.94;0;12.90;Bonifico;Telefono;Consegnato;2025-05-09;122.84
ORD000058;2025-12-12 14:04:39;2287;Valentina;Bianchi;valentina.bianchi420@azienda.it;+39 349 7362502;Bari;BA;Puglia;2022-10-26;P008;Webcam HD;Accessori;2;58.16;0;6.90;Carta di credito;E-commerce;Annullato;;123.22
ORD000059;2024-12-17 11:10:56;1152;Simone;Costa;simone.costa490@outlook.it;+39 349 8523231;Genova;GE;Liguria;2022-12-01;P011;SSD 1TB;Informatica;1;87.33;15;12.90;Carta di credito;E-commerce;Consegnato;2024-12-20;87.13
ORD000060;2025-05-17 11:27:43;440;Stefano;Bianchi;stefano.bianchi153@outlook.it;+39 349 3238696;Bari;BA;Puglia;2023-11-23;P007;Scrivania regolabile;Arredo;2;458.57;0;0.00;Bonifico;Telefono;Spedito;2025-05-22;917.14
ORD000061;2025-10-11 22:57:11;833;Andrea;Ricci;andrea.ricci379@gmail.com;+39 333 4117786;Verona;VR;Veneto;2023-06-12;P008;Webcam HD;Accessori;1;62.03;0;4.90;PayPal;Telefono;Consegnato;2025-10-13;66.93
ORD000062;2024-11-10 08:31:05;1817;Federico;Ferrari;federico.ferrari260@gmail.com;+39 333 1819548;Perugia;PG;Umbria;2022-10-02;P014;Lampada da tavolo;Arredo;1;42.35;0;6.90;PayPal;Negozio;Reso;2024-11-16;49.25
ORD000063;2025-11-08 13:03:01;2093;Sara;Esposito;sara.esposito678@azienda.it;+39 349 6685895;Palermo;PA;Sicilia;2024-05-29;P011;SSD 1TB;Informatica;1;94.22;5;12.90;Contrassegno;Marketplace;Consegnato;2025-11-09;102.41
ORD000064;2024-01-25 18:53:23;741;Sara;Rinaldi;sara.rinaldi448@azienda.it;+39 333 7879641;Verona;VR;Veneto;2024-01-09;P006;Sedia ergonomica;Arredo;1;315.71;0;0.00;Carta di credito;Negozio;Spedito;2024-02-03;315.71
ORD000065;2025-09-27 21:30:43;433;Elena;Barbieri;elena.barbieri348@outlook.it;+39 320 5383547;Genova;GE;Liguria;2023-12-18;P010;Router Wi-Fi 6;Rete;1;142.64;15;12.90;Bonifico;Telefono;In lavorazione;;134.14
ORD000066;2024-02-25 00:19:48;701;Laura;Romano;laura.romano179@gmail.com;+39 333 4206110;Bologna;BO;Emilia-Romagna;2023-04-25;P008;Webcam HD;Accessori;3;56.83;10;12.90;Contrassegno;E-commerce;Annullato;;166.34
ORD000067;2025-08-10 23:01:18;1013;Sara;Romano;sara.romano241@libero.it;+39 320 4479643;Firenze;FI;Toscana;2024-05-28;P011;SSD 1TB;Informatica;3;93.19;0;0.00;Contrassegno;Negozio;In lavorazione;;279.57
ORD000068;2024-07-14 06:40:17;613;Stefano;Caruso;stefano.caruso22@gmail.com;+39 333 4575815;Perugia;PG;Umbria;2022-10-28;P012;Tablet 11 pollici;Informatica;4;378.06;0;0.00;PayPal;Negozio;In lavorazione;;1512.24
ORD000069;2025-09-27 20:23:56;1891;Ilaria;Gallo;ilaria.gallo40@gmail.com;+39 347 1500091;Bologna;BO;Emilia-Romagna;2022-09-13;P012;Tablet 11 pollici;Informatica;1;380.91;0;0.00;Bonifico;Negozio;Consegnato;2025-10-03;380.91
ORD000070;2024-08-03 03:42:00;2408;Valentina;Costa;valentina.costa941@azienda.it;+39 349 3479580;Palermo;PA;Sicilia;2023-06-14;P006;Sedia ergonomica;Arredo;1;303.17;0;0.00;Bonifico;Telefono;In lavorazione;;303.17
ORD000071;2024-11-29 13:56:09;1526;Chiara;Bruno;chiara.bruno765@outlook.it;+39 366 7885780;Verona;VR;Veneto;2024-09-22;P011;SSD 1TB;Informatica;1;91.69;5;8.90;PayPal;Negozio;In lavorazione;;96.01
ORD000072;2025-08-17 22:47:37;1659;Sara;Leone;sara.leone386@outlook.it;+39 349 3234805;Genova;GE;Liguria;2023-03-15;P015;Microfono USB;Audio;1;93.74;10;4.90;Contrassegno;Marketplace;Annullato;;89.27
ORD000073;2025-03-18 12:18:11;151;Stefano;Esposito;stefano.esposito765@outlook.it;+39 366 1783423;Palermo;PA;Sicilia;2024-07-14;P014;Lampada da tavolo;Arredo;3;43.58;0;12.90;PayPal;Negozio;Spedito;2025-03-24;143.64
ORD000074;2025-07-16 11:41:36;444;Sara;Moretti;sara.moretti263@gmail.com;+39 320 1057958;Bari;BA;Puglia;2022-05-08;P013;Docking station;Accessori;2;122.00;0;4.90;Carta di credito;E-commerce;Annullato;;248.90
ORD000075;2024-01-12 09:57:46;1581;Alessandro;Barbieri;alessandro.barbieri87@libero.it;+39 333 3342305;Milano;MI;Lombardia;2023-01-10;P007;Scrivania regolabile;Arredo;3;460.93;5;0.00;Contrassegno;Negozio;Consegnato;2024-01-18;1313.65
ORD000076;2025-11-26 23:23:54;438;Francesca;Greco;francesca.greco960@outlook.it;+39 366 6207288;Napoli;NA;Campania;2022-05-23;P006;Sedia ergonomica;Arredo;2;308.00;10;0.00;Bonifico;Negozio;Consegnato;2025-12-04;554.40
ORD000077;2025-12-28 07:09:46;1541;Marco;Fontana;marco.fontana221@libero.it;;Bologna;BO;Emilia-Romagna;2022-07-28;P001;Notebook Pro 14;Informatica;1;890.78;10;0.00;Bonifico;E-commerce;Annullato;;801.70
ORD000078;2025-12-01 17:46:50;2428;Davide;Bianchi;davide.bianchi392@libero.it;+39 349 9035571;Perugia;PG;Umbria;2024-04-05;P011;SSD 1TB;Informatica;2;100.70;5;6.90;Bonifico;Telefono;Annullato;;198.23
ORD000079;2025-04-28 14:31:29;1535;Federico;Rinaldi;federico.rinaldi655@outlook.it;+39 333 1976485;Genova;GE;Liguria;2024-06-13;P007;Scrivania regolabile;Arredo;3;477.92;0;0.00;Contrassegno;Telefono;In lavorazione;;1433.76
ORD000080;2025-11-12 11:35:15;2430;Sara;Caruso;sara.caruso933@outlook.it;+39 347 2651821;Roma;RM;LAZIO ;2022-07-04;P012;Tablet 11 pollici;Informatica;2;359.96;0;0.00;Bonifico;Negozio;Consegnato;2025-11-16;719.92
ORD000081;2025-01-27 08:51:11;604;Beatrice;Fontana;beatrice.fontana182@libero.it;+39 320 8102237;Verona;VR;Veneto;2022-07-10;p003;Router Wi-Fi 6;Rete;1;128.99;10;8.90;Carta di credito;Marketplace;In lavorazione;;124.99
ORD000082;2025-09-30 00:06:35;102;Elena;Ferrari;elena.ferrari265@gmail.com;+39 366 7111918;Genova;GE;Liguria;2023-08-29;P014;Lampada da tavolo;Arredo;1;41.47;0;4.90;Contrassegno;E-commerce;Consegnato;2025-10-02;46.37
ORD000083;2025-07-10 10:38:21;2261;Marco;Rinaldi;marco.rinaldi511@gmail.com;+39 366 1850581;Palermo;PA;Sicilia;2022-01-13;P004;Tastiera meccanica;Accessori;2;79.67;0;12.90;PayPal;Telefono;Consegnato;2025-07-11;172.24
ORD000084;2024-12-17 10:06:26;536;Elena;Marino;elena.marino66@libero.it;+39 347 8984774;Palermo;PA;Sicilia;2024-08-07;P007;Scrivania regolabile;Arredo;1;447.71;0;0.00;Contrassegno;E-commerce;Consegnato;2024-12-19;447.71
ORD000085;2024-03-05 07:26:12;1580;Martina;Conti;;+39 333 1131899;Firenze;FI;Toscana;2024-02-05;P007;Scrivania regolabile;Arredo;1;425.60;0;0.00;Contrassegno;Telefono;Consegnato;2024-03-06;425.60
ORD000086;2024-05-06 05:50:54;1667;Marco;Fontana;marco.fontana860@outlook.it;+39 347 1733142;Verona;VR;Veneto;2022-07-14;P009;Cuffie Bluetooth;Audio;4;124.09;10;0.00;Bonifico;E-commerce;Consegnato;2024-05-09;446.72
ORD000087;2025-09-21 23:58:54;2472;Laura;Fontana;laura.fontana791@azienda.it;+39 333 6200436;Napoli;NA;Campania;2023-03-03;P011;SSD 1TB;Informatica;3;97.44;0;0.00;Carta di credito;Negozio;Consegnato;2025-10-01;292.32
ORD000088;2024-07-02 01:16:27;366;Beatrice;Fontana;beatrice.fontana642@libero.it;+39 347 5615759;Bari;BA;Puglia;2022-04-22;P007;Scrivania regolabile;Arredo;1;450.00;0;0.00;PayPal;Negozio;Consegnato;2024-07-11;450.00
ORD000089;2024-07-08 03:30:58;733;Chiara;Bruno;chiara.bruno640@outlook.it;+39 347 2150348;Perugia;PG;Umbria;2022-07-22;P001;Notebook Pro 14;Informatica;3;838.80;15;0.00;Bonifico;E-commerce;Consegnato;2024-07-15;2138.94
ORD000090;2024-09-10 05:22:45;508;Matteo;Costa;matteo.costa469@gmail.com;+39 366 9497661;Palermo;PA;Sicilia;2023-12-16;P010;Router Wi-Fi 6;Rete;1;141.55;0;6.90;Carta di credito;Marketplace;Consegnato;2024-09-15;148.45
ORD000091;2025-02-22 11:05:34;1534;Martina;Ricci;martina.ricci875@gmail.com;+39 366 8463728;Bologna;BO;Sicila;2022-11-29;P005;Stampante laser;Ufficio;1;190.73;0;8.90;Bonifico;E-commerce;Consegnato;2025-02-24;199.63
ORD000092;2024-12-04 08:19:22;1158;Giorgio;Lombardi;giorgio.lombardi755@libero.it;+39 347 5221080;Napoli;NA;Campania;2023-04-01;P007;Scrivania regolabile;Arredo;2;414.82;0;0.00;Contrassegno;Negozio;Consegnato;2024-12-14;829.64
ORD000093;2025-12-30 14:16:44;207;Simone;Esposito;simone.esposito663@azienda.it;+39 366 7473437;Bari;BA;Puglia;2022-01-03;P015;Microfono USB;Audio;5;90.50;10;0.00;Carta di credito;Telefono;Consegnato;2026-01-01;407.25
ORD000094;2024-06-24 14:27:11;2117;Andrea;Barbieri;andrea.barbieri975@outlook.it;+39 333 5639521;Genova;GE;Liguria;2024-12-17;P012;Tablet 11 pollici;Informatica;1;394.41;15;0.00;Bonifico;Marketplace;Consegnato;2024-06-30;335.25
ORD000095;2025-11-07 10:29:38;30;Valentina;Santoro;valentina.santoro196@libero.it;+39 349 1642289;Milano;MI;Lombardia;2023-02-05;P003;Mouse wireless;Accessori;2;31.59;20;12.90;Carta di credito;Marketplace;Consegnato;2025-11-08;63.44
ORD000096;2024-01-05 10:49:47;891;Elena;Santoro;elena.santoro412@azienda.it;+39 349 5806826;Bari;BA;Puglia;2024-09-09;P004;Tastiera meccanica;Accessori;1;85.20;10;4.90;PayPal;Negozio;Consegnato;2024-01-15;81.58
ORD000097;2025-12-18 03:46:11;2336;Beatrice;Moretti;beatrice.moretti544@libero.it;+39 347 5013195;Bologna;BO;Emilia-Romagna;2023-03-27;P004;Tastiera meccanica;Accessori;3;83.12;25;4.90;PayPal;Telefono;Consegnato;2025-12-23;191.92
ORD000098;2024-12-11 01:09:18;530;Alessandro;Rinaldi;alessandro.rinaldi930@outlook.it;+39 366 8367204;Torino;TO;Piemonte;2022-11-27;P009;Cuffie Bluetooth;Audio;3;125.78;25;0.00;Contrassegno;Negozio;Consegnato;2024-12-17;283.00
ORD000099;2025-06-27 06:30:10;1636;Federico;Marino;federico.marino617@gmail.com;+39 320 2576276;Perugia;PG;Umbria;2023-09-20;P009;Cuffie Bluetooth;Audio;1;111.55;0;12.90;Carta di credito;Marketplace;Consegnato;2025-07-05;124.45
ORD000100;2025-12-18 20:02:13;1735;Matteo;Costa;matteo.costa824@outlook.it;+39 347 8815428;Genova;GE;Liguria;2025-02-12;P012;Tablet 11 pollici;Informatica;3;364.84;0;0.00;Bonifico;Marketplace;Spedito;2025-12-27;1094.52
ORD000101;2025-12-27 09:18:06;1250;Stefano;Caruso;stefano.caruso499@azienda.it;+39 333 5525188;Torino;TO;Piemonte;2023-10-20;P009;Cuffie Bluetooth;Audio;1;121.07;0;8.90;Contrassegno;E-commerce;Consegnato;2026-01-01;129.97
ORD000102;2025-08-24 05:48:35;370;Beatrice;Bruno;beatrice.bruno625@outlook.it;+39 320 4033557;Bologna;BO;Emilia-Romagna;2024-12-23;P005;Stampante laser;Ufficio;1;175.30;0;8.90;Carta di credito;E-commerce;Annullato;;184.20
ORD000103;2025-09-08 01:47:05;697;Stefano;Gallo;stefano.gallo915@outlook.it;+39 349 9573350;Napoli;NA;Campania;2023-01-20;P011;SSD 1TB;Informatica;1;94.59;0;4.90;PayPal;Marketplace;Consegnato;2025-09-18;99.49
ORD000104;2025-06-20 06:31:07;2027;Matteo;Gallo;matteo.gallo671@gmail.com;+39 333 9326358;Napoli;NA;Campania;2022-09-09;P009;Cuffie Bluetooth;Audio;1;115.53;0;4.90;Carta di credito;Negozio;Consegnato;2025-06-25;120.43
